sale_id;invoice_id;store_id;time_id;product_id;customer_id;gender;unit_price;quantity;tax;total;payment_method;cogs;gross_margin_percentage;gross_income;rating
958;430-02-3888;3;952;2;2;Male;46.02;6;13.81;289.93;Cash;276.12;4.761905;13.81;07.янв
959;867-47-1948;2;953;3;2;Female;15.80;10;июл.90;165.90;Cash;158.00;4.761905;июл.90;07.авг
960;384-59-6655;1;954;5;1;Female;98.66;9;44.40;932.34;Cash;887.94;4.761905;44.40;08.апр
961;256-58-3609;2;955;6;1;Male;91.98;1;апр.60;96.58;Cash;91.98;4.761905;апр.60;09.авг
962;324-92-3863;1;956;2;1;Male;20.89;2;02.сен;43.87;Cash;41.78;4.761905;02.сен;09.авг
963;593-08-5916;1;957;6;2;Female;15.50;1;0.78;16.28;Credit card;15.50;4.761905;0.78;07.апр
964;364-34-2972;2;958;2;1;Male;96.82;3;14.52;304.98;Cash;290.46;4.761905;14.52;06.июл
965;794-42-3736;3;959;5;2;Male;33.33;2;мар.33;69.99;Credit card;66.66;4.761905;мар.33;06.апр
966;172-42-8274;3;960;2;2;Female;38.27;2;мар.83;80.37;Credit card;76.54;4.761905;мар.83;05.авг
967;558-60-5016;1;961;3;2;Female;33.30;9;14.99;314.69;Ewallet;299.70;4.761905;14.99;07.фев
968;195-06-0432;1;962;3;1;Male;81.01;3;дек.15;255.18;Credit card;243.03;4.761905;дек.15;09.мар
969;605-03-2706;1;963;1;2;Female;15.80;3;фев.37;49.77;Cash;47.40;4.761905;фев.37;09.май
970;214-30-2776;3;964;2;1;Female;34.49;5;авг.62;181.07;Credit card;172.45;4.761905;авг.62;9.0
971;746-04-1077;3;965;5;1;Female;84.63;10;42.32;888.62;Credit card;846.30;4.761905;42.32;9.0
972;448-34-8700;3;966;3;1;Male;36.91;7;дек.92;271.29;Ewallet;258.37;4.761905;дек.92;06.июл
973;452-04-8808;3;967;2;2;Male;87.08;7;30.48;640.04;Cash;609.56;4.761905;30.48;05.май
974;531-56-4728;1;968;3;2;Male;80.08;3;12.янв;252.25;Cash;240.24;4.761905;12.янв;05.апр
975;744-82-9138;2;969;6;2;Male;86.13;2;авг.61;180.87;Cash;172.26;4.761905;авг.61;08.фев
976;883-69-1285;3;970;6;1;Male;49.92;2;апр.99;104.83;Credit card;99.84;4.761905;апр.99;7.0
977;221-25-5073;1;971;5;2;Female;74.66;4;14.93;313.57;Cash;298.64;4.761905;14.93;08.май
978;518-71-6847;3;972;5;1;Male;26.60;6;июл.98;167.58;Ewallet;159.60;4.761905;июл.98;04.сен
979;156-20-0370;3;973;2;2;Female;25.45;1;янв.27;26.72;Credit card;25.45;4.761905;янв.27;05.янв
980;151-33-7434;3;974;5;2;Female;67.77;1;мар.39;71.16;Credit card;67.77;4.761905;мар.39;06.май
981;728-47-9078;2;975;5;1;Male;59.59;4;ноя.92;250.28;Cash;238.36;4.761905;ноя.92;09.авг
982;809-46-1866;1;976;1;2;Male;58.15;4;ноя.63;244.23;Cash;232.60;4.761905;ноя.63;08.апр
983;139-32-4183;1;977;4;1;Female;97.48;9;43.87;921.19;Ewallet;877.32;4.761905;43.87;07.апр
984;148-41-7930;2;978;1;2;Male;99.96;7;34.99;734.71;Cash;699.72;4.761905;34.99;06.янв
985;189-40-5216;2;979;2;2;Male;96.37;7;33.73;708.32;Cash;674.59;4.761905;33.73;6.0
986;374-38-5555;3;980;6;2;Female;63.71;5;15.93;334.48;Ewallet;318.55;4.761905;15.93;08.май
987;764-44-8999;3;981;1;2;Female;14.76;2;янв.48;31.00;Ewallet;29.52;4.761905;янв.48;04.мар
988;552-44-5977;3;982;1;1;Male;62.00;8;24.80;520.80;Credit card;496.00;4.761905;24.80;06.фев
989;267-62-7380;2;983;2;1;Male;82.34;10;41.17;864.57;Ewallet;823.40;4.761905;41.17;04.мар
990;430-53-4718;3;984;1;1;Male;75.37;8;30.15;633.11;Credit card;602.96;4.761905;30.15;08.апр
991;886-18-2897;1;985;5;2;Female;56.56;5;14.14;296.94;Credit card;282.80;4.761905;14.14;04.май
992;602-16-6955;3;986;4;2;Female;76.60;10;38.30;804.30;Ewallet;766.00;4.761905;38.30;6.0
993;745-74-0715;1;987;2;2;Male;58.03;2;май.80;121.86;Ewallet;116.06;4.761905;май.80;08.авг
994;690-01-6631;3;988;6;2;Male;17.49;10;авг.75;183.65;Ewallet;174.90;4.761905;авг.75;06.июн
995;652-49-6720;2;989;2;1;Female;60.95;1;03.май;64.00;Ewallet;60.95;4.761905;03.май;05.сен
996;233-67-5758;2;990;1;2;Male;40.35;1;02.фев;42.37;Ewallet;40.35;4.761905;02.фев;06.фев
997;303-96-2227;3;991;3;2;Female;97.38;10;48.69;1022.49;Ewallet;973.80;4.761905;48.69;04.апр
998;727-02-1313;1;992;5;1;Male;31.84;1;янв.59;33.43;Cash;31.84;4.761905;янв.59;07.июл
999;347-56-2442;1;993;3;2;Male;65.82;1;мар.29;69.11;Cash;65.82;4.761905;мар.29;04.янв
1000;849-09-3807;1;994;6;1;Female;88.34;7;30.92;649.30;Cash;618.38;4.761905;30.92;06.июн
